,Order ID,Product ID,Location ID,Customer ID,Purchase Date,Quantity,Price,Total Amount,Product Name,Cost,City,County,State,Total Cost,Customer Segment
6286,AX13945,ENX2088,A142,C1514,2019-09-30,1,603,603,Product 89,416,Palmdale,Los Angeles County,California,416,Champion
6287,AX13946,ENX2069,A164,C1115,2019-09-19,3,378,1134,Product 70,291,Stockton,San Joaquin County,California,873,Potential Loyalist
6288,AX13950,ENX2081,A105,C1484,2019-06-30,1,1566,1566,Product 82,1190,Carlsbad,San Diego County,California,1190,Potential Loyalist
6289,AX13959,ENX2063,A114,C1211,2019-01-12,4,1708,6832,Product 64,871,El Cajon,San Diego County,California,3484,Potential Loyalist
6290,AX13961,ENX2026,A141,C1655,2019-12-27,2,947,1894,Product 27,786,Oxnard,Ventura County,California,1572,Promising
6291,AX13963,ENX2045,A164,C1656,2019-11-06,3,556,1668,Product 46,395,Stockton,San Joaquin County,California,1185,Potential Loyalist
6292,AX13965,ENX2032,A143,C1401,2019-10-12,1,1967,1967,Product 33,1397,Pasadena,Los Angeles County,California,1397,Promising
6293,AX13970,ENX2090,A138,C1335,2019-05-22,2,1338,2676,Product 91,682,Oceanside,San Diego County,California,1364,Champion
6294,AX13974,ENX2025,A165,C1462,2019-07-16,3,667,2001,Product 26,387,Sunnyvale,Santa Clara County,California,1161,New Customer
6295,AX13977,ENX2087,A132,C1609,2019-08-03,3,1022,3066,Product 88,818,Los Angeles,Los Angeles County,California,2454,Potential Loyalist
6296,AX13978,ENX2066,A136,C1214,2019-08-21,4,2091,8364,Product 67,1485,Norwalk,Los Angeles County,California,5940,Promising
6297,AX13979,ENX2096,A109,C1543,2019-11-04,1,1587,1587,Product 97,1301,Corona,Riverside County,California,1301,Champion
6298,AX13980,ENX2046,A141,C1068,2019-05-07,1,2410,2410,Product 47,1518,Oxnard,Ventura County,California,1518,Promising
6299,AX13981,ENX2039,A116,C1504,2019-11-27,1,817,817,Product 40,409,El Monte,Los Angeles County,California,409,Promising
6300,AX13982,ENX2015,A139,C1514,2019-09-19,1,637,637,Product 16,389,Ontario,San Bernardino County,California,389,Champion
6301,AX13983,ENX2040,A111,C1683,2019-10-06,2,1889,3778,Product 41,945,Daly City,San Mateo County,California,1890,Promising
6302,AX13985,ENX2020,A122,C1264,2019-05-17,2,2005,4010,Product 21,1223,Fullerton,Orange County,California,2446,Loyal Customer
6303,AX13987,ENX2096,A155,C1282,2019-09-21,3,1587,4761,Product 97,1301,San Francisco,San Francisco County,California,3903,New Customer
6304,AX13988,ENX2087,A164,C1794,2019-10-25,1,1022,1022,Product 88,818,Stockton,San Joaquin County,California,818,Potential Loyalist
6305,AX13992,ENX2077,A142,C1099,2019-01-23,4,530,2120,Product 78,424,Palmdale,Los Angeles County,California,1696,Potential Loyalist
6306,AX13993,ENX2074,A167,C1517,2019-12-06,1,504,504,Product 75,408,Thousand Oaks,Ventura County,California,408,Potential Loyalist
6307,AX13998,ENX2020,A127,C1374,2019-12-05,1,2005,2005,Product 21,1223,Inglewood,Los Angeles County,California,1223,Champion
6308,AX14001,ENX2019,A160,C1164,2019-10-31,1,800,800,Product 20,536,Santa Clarita,Los Angeles County,California,536,Promising
6309,AX14003,ENX2037,A123,C1035,2019-05-11,2,880,1760,Product 38,634,Garden Grove,Orange County,California,1268,New Customer
6310,AX14005,ENX2073,A119,C1142,2019-03-31,3,95,285,Product 74,61,Fontana,San Bernardino County,California,183,Potential Loyalist
6311,AX14006,ENX2008,A173,C1288,2019-08-21,1,315,315,Product 9,208,West Covina,Los Angeles County,California,208,New Customer
6312,AX14009,ENX2020,A168,C1719,2019-12-24,1,2005,2005,Product 21,1223,Torrance,Los Angeles County,California,1223,Potential Loyalist
6313,AX14016,ENX2100,A102,C1349,2019-05-04,2,799,1598,Product 101,455,Bakersfield,Kern County,California,910,Promising
6314,AX14019,ENX2056,A113,C1147,2019-04-21,1,1635,1635,Product 57,1046,East Los Angeles,Los Angeles County,California,1046,Potential Loyalist
6315,AX14020,ENX2011,A169,C1493,2019-09-20,1,530,530,Product 12,435,Vallejo,Solano County,California,435,New Customer
6316,AX14021,ENX2054,A113,C1315,2019-03-20,1,127,127,Product 55,79,East Los Angeles,Los Angeles County,California,79,Promising
6317,AX14028,ENX2079,A144,C1294,2019-06-03,3,1725,5175,Product 80,1363,Pomona,Los Angeles County,California,4089,Potential Loyalist
6318,AX14037,ENX2062,A113,C1111,2019-11-30,2,2464,4928,Product 63,1774,East Los Angeles,Los Angeles County,California,3548,Promising
6319,AX14038,ENX2006,A169,C1538,2019-07-21,3,1826,5478,Product 7,1443,Vallejo,Solano County,California,4329,Need Attention
6320,AX14039,ENX2045,A140,C1475,2019-12-21,4,556,2224,Product 46,395,Orange,Orange County,California,1580,Potential Loyalist
6321,AX14043,ENX2040,A145,C1606,2019-08-22,3,1889,5667,Product 41,945,Rancho Cucamonga,San Bernardino County,California,2835,Promising
6322,AX14044,ENX2036,A136,C1170,2019-01-17,4,1582,6328,Product 37,1234,Norwalk,Los Angeles County,California,4936,Potential Loyalist
6323,AX14045,ENX2098,A138,C1125,2019-01-16,1,1178,1178,Product 99,683,Oceanside,San Diego County,California,683,Loyal Customer
6324,AX14046,ENX2056,A112,C1267,2019-02-02,1,1635,1635,Product 57,1046,Downey,Los Angeles County,California,1046,Potential Loyalist
6325,AX14049,ENX2055,A107,C1667,2019-10-11,4,2495,9980,Product 56,1896,Clovis,Fresno County,California,7584,Promising
6326,AX14053,ENX2095,A126,C1419,2019-05-28,3,1743,5229,Product 96,872,Huntington Beach,Orange County,California,2616,Champion
6327,AX14054,ENX2048,A117,C1568,2019-11-21,4,502,2008,Product 49,296,Escondido,San Diego County,California,1184,Champion
6328,AX14055,ENX2098,A141,C1724,2019-01-11,4,1178,4712,Product 99,683,Oxnard,Ventura County,California,2732,Potential Loyalist
6329,AX14057,ENX2080,A103,C1701,2019-10-08,2,2353,4706,Product 81,1788,Berkeley,Alameda County,California,3576,Loyal Customer
6330,AX14059,ENX2003,A136,C1778,2019-04-04,1,1783,1783,Product 4,1516,Norwalk,Los Angeles County,California,1516,Potential Loyalist
6331,AX14061,ENX2038,A139,C1486,2019-02-08,1,392,392,Product 39,255,Ontario,San Bernardino County,California,255,Champion
6332,AX14069,ENX2078,A118,C1731,2019-04-27,1,1798,1798,Product 79,971,Fairfield,Solano County,California,971,Potential Loyalist
6333,AX14074,ENX2079,A144,C1726,2019-05-01,4,1725,6900,Product 80,1363,Pomona,Los Angeles County,California,5452,Promising
6334,AX14077,ENX2075,A140,C1470,2019-07-06,2,400,800,Product 76,208,Orange,Orange County,California,416,Potential Loyalist
6335,AX14080,ENX2045,A156,C1084,2019-10-10,4,556,2224,Product 46,395,San Jose,Santa Clara County,California,1580,Promising
6336,AX14082,ENX2099,A103,C1136,2019-04-09,1,1367,1367,Product 100,984,Berkeley,Alameda County,California,984,Potential Loyalist
6337,AX14083,ENX2036,A128,C1099,2019-11-10,3,1582,4746,Product 37,1234,Irvine,Orange County,California,3702,Potential Loyalist
6338,AX14086,ENX2059,A160,C1077,2019-01-17,1,1494,1494,Product 60,971,Santa Clarita,Los Angeles County,California,971,Need Attention
6339,AX14087,ENX2063,A153,C1023,2019-01-27,3,1708,5124,Product 64,871,San Buenaventura (Ventura),Ventura County,California,2613,New Customer
6340,AX14088,ENX2078,A115,C1220,2019-11-30,2,1798,3596,Product 79,971,Elk Grove,Sacramento County,California,1942,Promising
6341,AX14099,ENX2062,A165,C1491,2019-07-25,3,2464,7392,Product 63,1774,Sunnyvale,Santa Clara County,California,5322,New Customer
6342,AX14100,ENX2044,A127,C1377,2019-04-16,3,886,2658,Product 45,478,Inglewood,Los Angeles County,California,1434,Potential Loyalist
6343,AX14108,ENX2010,A111,C1365,2019-07-14,1,1812,1812,Product 11,1305,Daly City,San Mateo County,California,1305,Potential Loyalist
6344,AX14112,ENX2051,A144,C1254,2019-03-19,1,1077,1077,Product 52,732,Pomona,Los Angeles County,California,732,Loyal Customer
6345,AX14113,ENX2047,A160,C1458,2019-11-11,1,290,290,Product 48,200,Santa Clarita,Los Angeles County,California,200,Promising
6346,AX14115,ENX2088,A142,C1435,2019-01-15,1,603,603,Product 89,416,Palmdale,Los Angeles County,California,416,Hibernating
6347,AX14117,ENX2035,A136,C1389,2019-07-25,1,458,458,Product 36,376,Norwalk,Los Angeles County,California,376,Promising
6348,AX14120,ENX2005,A107,C1125,2019-07-08,1,684,684,Product 6,561,Clovis,Fresno County,California,561,Loyal Customer
6349,AX14124,ENX2016,A141,C1501,2019-01-11,3,1351,4053,Product 17,1108,Oxnard,Ventura County,California,3324,Potential Loyalist
6350,AX14130,ENX2013,A131,C1346,2019-07-24,1,368,368,Product 14,269,Long Beach,Los Angeles County,California,269,Champion
6351,AX14131,ENX2073,A135,C1498,2019-03-15,2,95,190,Product 74,61,Murrieta,Riverside County,California,122,Potential Loyalist
6352,AX14133,ENX2054,A164,C1419,2019-04-05,3,127,381,Product 55,79,Stockton,San Joaquin County,California,237,Champion
6353,AX14137,ENX2023,A162,C1620,2019-01-25,1,818,818,Product 24,450,Santa Rosa,Sonoma County,California,450,Potential Loyalist
6354,AX14142,ENX2068,A156,C1101,2019-11-19,1,1500,1500,Product 69,900,San Jose,Santa Clara County,California,900,Potential Loyalist
6355,AX14143,ENX2062,A155,C1603,2019-02-23,2,2464,4928,Product 63,1774,San Francisco,San Francisco County,California,3548,New Customer
6356,AX14145,ENX2042,A142,C1636,2019-12-01,1,203,203,Product 43,154,Palmdale,Los Angeles County,California,154,Promising
6357,AX14151,ENX2019,A152,C1465,2019-11-14,2,800,1600,Product 20,536,San Bernardino,San Bernardino County,California,1072,Potential Loyalist
6358,AX14156,ENX2082,A136,C1040,2019-05-31,3,1103,3309,Product 83,838,Norwalk,Los Angeles County,California,2514,Champion
6359,AX14158,ENX2044,A170,C1497,2019-01-05,1,886,886,Product 45,478,Victorville,San Bernardino County,California,478,New Customer
6360,AX14159,ENX2087,A152,C1379,2019-03-17,2,1022,2044,Product 88,818,San Bernardino,San Bernardino County,California,1636,Promising
6361,AX14161,ENX2053,A117,C1764,2019-08-04,1,596,596,Product 54,358,Escondido,San Diego County,California,358,Potential Loyalist
6362,AX14162,ENX2076,A157,C1232,2019-09-26,3,1522,4566,Product 77,791,San Mateo,San Mateo County,California,2373,Potential Loyalist
6363,AX14166,ENX2009,A101,C1685,2019-11-06,1,584,584,Product 10,420,Antioch,Contra Costa County,California,420,Promising
6364,AX14169,ENX2044,A159,C1083,2019-07-18,1,886,886,Product 45,478,Santa Clara,Santa Clara County,California,478,Promising
6365,AX14170,ENX2066,A128,C1285,2019-04-19,1,2091,2091,Product 67,1485,Irvine,Orange County,California,1485,Potential Loyalist
6366,AX14172,ENX2092,A141,C1049,2019-09-15,1,1639,1639,Product 93,1295,Oxnard,Ventura County,California,1295,Loyal Customer
6367,AX14173,ENX2089,A122,C1344,2019-11-27,3,2294,6882,Product 90,1399,Fullerton,Orange County,California,4197,Loyal Customer
6368,AX14174,ENX2011,A165,C1041,2019-09-27,3,530,1590,Product 12,435,Sunnyvale,Santa Clara County,California,1305,Promising
6369,AX14175,ENX2022,A149,C1160,2019-11-13,1,561,561,Product 23,421,Roseville,Placer County,California,421,Promising
6370,AX14176,ENX2096,A168,C1120,2019-10-08,1,1587,1587,Product 97,1301,Torrance,Los Angeles County,California,1301,Potential Loyalist
6371,AX14177,ENX2022,A155,C1637,2019-08-24,1,561,561,Product 23,421,San Francisco,San Francisco County,California,421,Need Attention
6372,AX14179,ENX2040,A100,C1454,2019-12-18,3,1889,5667,Product 41,945,Anaheim,Orange County,California,2835,Potential Loyalist
6373,AX14182,ENX2013,A162,C1626,2019-02-10,3,368,1104,Product 14,269,Santa Rosa,Sonoma County,California,807,Potential Loyalist
6374,AX14187,ENX2032,A123,C1559,2019-07-21,1,1967,1967,Product 33,1397,Garden Grove,Orange County,California,1397,Promising
6375,AX14193,ENX2068,A167,C1497,2019-01-07,1,1500,1500,Product 69,900,Thousand Oaks,Ventura County,California,900,New Customer
6376,AX14195,ENX2044,A112,C1246,2019-12-08,1,886,886,Product 45,478,Downey,Los Angeles County,California,478,Champion
6377,AX14196,ENX2051,A136,C1096,2019-03-04,1,1077,1077,Product 52,732,Norwalk,Los Angeles County,California,732,Loyal Customer
6378,AX14200,ENX2083,A154,C1210,2019-09-04,1,2141,2141,Product 84,1777,San Diego,San Diego County,California,1777,Potential Loyalist
6379,AX14201,ENX2045,A134,C1715,2019-12-19,3,556,1668,Product 46,395,Moreno Valley,Riverside County,California,1185,Promising
6380,AX14205,ENX2022,A151,C1465,2019-05-22,3,561,1683,Product 23,421,Salinas,Monterey County,California,1263,Potential Loyalist
6381,AX14210,ENX2044,A149,C1043,2019-03-06,1,886,886,Product 45,478,Roseville,Placer County,California,478,Need Attention
6382,AX14211,ENX2073,A151,C1386,2019-11-03,1,95,95,Product 74,61,Salinas,Monterey County,California,61,Potential Loyalist
6383,AX14214,ENX2032,A120,C1633,2019-03-13,3,1967,5901,Product 33,1397,Fremont,Alameda County,California,4191,Potential Loyalist
6384,AX14217,ENX2053,A108,C1343,2019-10-06,2,596,1192,Product 54,358,Concord,Contra Costa County,California,716,Champion
6385,AX14218,ENX2100,A130,C1656,2019-02-07,3,799,2397,Product 101,455,Lancaster,Los Angeles County,California,1365,Potential Loyalist
6386,AX14224,ENX2064,A114,C1505,2019-02-27,1,1414,1414,Product 65,962,El Cajon,San Diego County,California,962,Potential Loyalist
6387,AX14229,ENX2039,A100,C1555,2019-03-13,3,817,2451,Product 40,409,Anaheim,Orange County,California,1227,Potential Loyalist
6388,AX14230,ENX2081,A154,C1354,2019-03-02,3,1566,4698,Product 82,1190,San Diego,San Diego County,California,3570,Need Attention
6389,AX14231,ENX2006,A170,C1786,2019-12-11,1,1826,1826,Product 7,1443,Victorville,San Bernardino County,California,1443,Promising
6390,AX14236,ENX2006,A141,C1226,2019-09-21,1,1826,1826,Product 7,1443,Oxnard,Ventura County,California,1443,New Customer
6391,AX14237,ENX2072,A133,C1543,2019-06-28,4,1887,7548,Product 73,1378,Modesto,Stanislaus County,California,5512,Champion
6392,AX14248,ENX2036,A139,C1265,2019-07-30,3,1582,4746,Product 37,1234,Ontario,San Bernardino County,California,3702,Champion
6393,AX14254,ENX2084,A151,C1770,2019-01-31,4,1783,7132,Product 85,1230,Salinas,Monterey County,California,4920,Promising
6394,AX14257,ENX2028,A129,C1418,2019-06-10,1,2283,2283,Product 29,1484,Jurupa Valley,Riverside County,California,1484,Potential Loyalist
6395,AX14258,ENX2006,A145,C1668,2019-03-03,4,1826,7304,Product 7,1443,Rancho Cucamonga,San Bernardino County,California,5772,Promising
6396,AX14259,ENX2017,A150,C1740,2019-04-16,2,35,70,Product 18,22,Sacramento,Sacramento County,California,44,Potential Loyalist
6397,AX14260,ENX2091,A119,C1008,2019-12-11,1,368,368,Product 92,294,Fontana,San Bernardino County,California,294,New Customer
6398,AX14262,ENX2069,A159,C1276,2019-02-10,1,378,378,Product 70,291,Santa Clara,Santa Clara County,California,291,Promising
6399,AX14264,ENX2015,A160,C1484,2019-08-24,4,637,2548,Product 16,389,Santa Clarita,Los Angeles County,California,1556,Potential Loyalist
6400,AX14268,ENX2072,A130,C1061,2019-08-17,1,1887,1887,Product 73,1378,Lancaster,Los Angeles County,California,1378,Potential Loyalist
6401,AX14269,ENX2027,A128,C1501,2019-11-15,1,2497,2497,Product 28,1473,Irvine,Orange County,California,1473,Potential Loyalist
6402,AX14272,ENX2041,A118,C1314,2019-10-04,3,1380,4140,Product 42,1090,Fairfield,Solano County,California,3270,Potential Loyalist
6403,AX14285,ENX2090,A147,C1538,2019-09-04,4,1338,5352,Product 91,682,Richmond,Contra Costa County,California,2728,Need Attention
6404,AX14290,ENX2058,A114,C1489,2019-11-21,4,2257,9028,Product 59,1535,El Cajon,San Diego County,California,6140,Potential Loyalist
6405,AX14293,ENX2067,A171,C1170,2019-04-14,1,1119,1119,Product 68,683,Visalia,Tulare County,California,683,Potential Loyalist
6406,AX14298,ENX2031,A137,C1717,2019-03-12,1,1638,1638,Product 32,1261,Oakland,Alameda County,California,1261,Need Attention
6407,AX14300,ENX2081,A157,C1294,2019-08-15,3,1566,4698,Product 82,1190,San Mateo,San Mateo County,California,3570,Potential Loyalist
6408,AX14312,ENX2077,A146,C1279,2019-07-21,1,530,530,Product 78,424,Rialto,San Bernardino County,California,424,New Customer
6409,AX14313,ENX2035,A111,C1569,2019-01-18,4,458,1832,Product 36,376,Daly City,San Mateo County,California,1504,Potential Loyalist
6410,AX14314,ENX2040,A139,C1428,2019-11-11,1,1889,1889,Product 41,945,Ontario,San Bernardino County,California,945,Need Attention
6411,AX14317,ENX2012,A142,C1678,2019-12-17,3,1353,4059,Product 13,947,Palmdale,Los Angeles County,California,2841,Promising
6412,AX14318,ENX2014,A172,C1450,2019-09-26,3,1809,5427,Product 15,1067,Vista,San Diego County,California,3201,Potential Loyalist
6413,AX14321,ENX2003,A102,C1176,2019-02-21,1,1783,1783,Product 4,1516,Bakersfield,Kern County,California,1516,Hibernating
6414,AX14323,ENX2018,A110,C1577,2019-11-30,1,1972,1972,Product 19,1321,Costa Mesa,Orange County,California,1321,New Customer
6415,AX14328,ENX2079,A127,C1035,2019-01-25,3,1725,5175,Product 80,1363,Inglewood,Los Angeles County,California,4089,New Customer
6416,AX14329,ENX2052,A172,C1594,2019-11-20,1,1526,1526,Product 53,1251,Vista,San Diego County,California,1251,Potential Loyalist
6417,AX14330,ENX2026,A140,C1067,2019-07-10,2,947,1894,Product 27,786,Orange,Orange County,California,1572,Promising
6418,AX14333,ENX2020,A136,C1563,2019-07-11,2,2005,4010,Product 21,1223,Norwalk,Los Angeles County,California,2446,Potential Loyalist
6419,AX14338,ENX2046,A135,C1490,2019-03-21,3,2410,7230,Product 47,1518,Murrieta,Riverside County,California,4554,Potential Loyalist
6420,AX14340,ENX2079,A113,C1538,2019-09-29,2,1725,3450,Product 80,1363,East Los Angeles,Los Angeles County,California,2726,Need Attention
6421,AX14342,ENX2068,A109,C1178,2019-04-14,4,1500,6000,Product 69,900,Corona,Riverside County,California,3600,Promising
6422,AX14344,ENX2002,A123,C1660,2019-06-26,4,847,3388,Product 3,534,Garden Grove,Orange County,California,2136,Potential Loyalist
6423,AX14345,ENX2032,A134,C1668,2019-11-07,4,1967,7868,Product 33,1397,Moreno Valley,Riverside County,California,5588,Promising
6424,AX14346,ENX2026,A115,C1415,2019-07-18,2,947,1894,Product 27,786,Elk Grove,Sacramento County,California,1572,Promising
6425,AX14347,ENX2011,A106,C1408,2019-01-14,1,530,530,Product 12,435,Chula Vista,San Diego County,California,435,Loyal Customer
6426,AX14354,ENX2042,A104,C1195,2019-01-10,2,203,406,Product 43,154,Burbank,Los Angeles County,California,308,Potential Loyalist
6427,AX14356,ENX2067,A165,C1527,2019-02-04,3,1119,3357,Product 68,683,Sunnyvale,Santa Clara County,California,2049,New Customer
6428,AX14361,ENX2058,A118,C1729,2019-06-19,2,2257,4514,Product 59,1535,Fairfield,Solano County,California,3070,New Customer
6429,AX14362,ENX2100,A145,C1047,2019-07-21,3,799,2397,Product 101,455,Rancho Cucamonga,San Bernardino County,California,1365,Potential Loyalist
6430,AX14365,ENX2039,A119,C1516,2019-11-21,2,817,1634,Product 40,409,Fontana,San Bernardino County,California,818,New Customer
6431,AX14366,ENX2004,A101,C1172,2019-07-13,2,1278,2556,Product 5,665,Antioch,Contra Costa County,California,1330,New Customer
6432,AX14373,ENX2003,A166,C1778,2019-05-04,4,1783,7132,Product 4,1516,Temecula,Riverside County,California,6064,Potential Loyalist
6433,AX14374,ENX2057,A118,C1270,2019-08-27,3,181,543,Product 58,130,Fairfield,Solano County,California,390,Loyal Customer
6434,AX14375,ENX2068,A102,C1083,2019-08-31,4,1500,6000,Product 69,900,Bakersfield,Kern County,California,3600,Promising
6435,AX14385,ENX2017,A150,C1774,2019-03-13,3,35,105,Product 18,22,Sacramento,Sacramento County,California,66,Loyal Customer
6436,AX14388,ENX2049,A123,C1333,2019-08-06,3,826,2478,Product 50,562,Garden Grove,Orange County,California,1686,Promising
6437,AX14389,ENX2079,A107,C1584,2019-05-12,1,1725,1725,Product 80,1363,Clovis,Fresno County,California,1363,Promising
6438,AX14390,ENX2004,A101,C1456,2019-05-15,1,1278,1278,Product 5,665,Antioch,Contra Costa County,California,665,New Customer
6439,AX14393,ENX2088,A121,C1780,2019-11-14,2,603,1206,Product 89,416,Fresno,Fresno County,California,832,Potential Loyalist
6440,AX14395,ENX2011,A141,C1619,2019-06-22,3,530,1590,Product 12,435,Oxnard,Ventura County,California,1305,Loyal Customer
6441,AX14396,ENX2092,A126,C1430,2019-04-09,2,1639,3278,Product 93,1295,Huntington Beach,Orange County,California,2590,Promising
6442,AX14398,ENX2088,A147,C1777,2019-04-05,1,603,603,Product 89,416,Richmond,Contra Costa County,California,416,Potential Loyalist
6443,AX14402,ENX2042,A128,C1717,2019-07-30,1,203,203,Product 43,154,Irvine,Orange County,California,154,Need Attention
6444,AX14403,ENX2093,A115,C1775,2019-06-20,1,112,112,Product 94,90,Elk Grove,Sacramento County,California,90,Potential Loyalist
6445,AX14405,ENX2078,A159,C1696,2019-03-18,2,1798,3596,Product 79,971,Santa Clara,Santa Clara County,California,1942,Potential Loyalist
6446,AX14406,ENX2084,A139,C1573,2019-12-07,1,1783,1783,Product 85,1230,Ontario,San Bernardino County,California,1230,Promising
6447,AX14409,ENX2077,A116,C1049,2019-05-07,4,530,2120,Product 78,424,El Monte,Los Angeles County,California,1696,Loyal Customer
6448,AX14412,ENX2011,A127,C1028,2019-01-14,1,530,530,Product 12,435,Inglewood,Los Angeles County,California,435,Potential Loyalist
6449,AX14417,ENX2066,A115,C1700,2019-02-10,2,2091,4182,Product 67,1485,Elk Grove,Sacramento County,California,2970,Potential Loyalist
6450,AX14422,ENX2073,A130,C1149,2019-08-21,1,95,95,Product 74,61,Lancaster,Los Angeles County,California,61,Promising
6451,AX14424,ENX2064,A156,C1750,2019-03-30,2,1414,2828,Product 65,962,San Jose,Santa Clara County,California,1924,Potential Loyalist
6452,AX14425,ENX2081,A140,C1270,2019-07-22,1,1566,1566,Product 82,1190,Orange,Orange County,California,1190,Loyal Customer
6453,AX14427,ENX2100,A116,C1142,2019-03-04,1,799,799,Product 101,455,El Monte,Los Angeles County,California,455,Potential Loyalist
6454,AX14430,ENX2018,A106,C1661,2019-11-10,3,1972,5916,Product 19,1321,Chula Vista,San Diego County,California,3963,Promising
6455,AX14434,ENX2088,A116,C1318,2019-08-17,1,603,603,Product 89,416,El Monte,Los Angeles County,California,416,Potential Loyalist
6456,AX14438,ENX2077,A100,C1513,2019-07-07,2,530,1060,Product 78,424,Anaheim,Orange County,California,848,Potential Loyalist
6457,AX14439,ENX2026,A146,C1006,2019-03-24,3,947,2841,Product 27,786,Rialto,San Bernardino County,California,2358,About to Sleep
6458,AX14441,ENX2004,A110,C1783,2019-02-23,3,1278,3834,Product 5,665,Costa Mesa,Orange County,California,1995,Potential Loyalist
6459,AX14443,ENX2032,A104,C1356,2019-08-29,2,1967,3934,Product 33,1397,Burbank,Los Angeles County,California,2794,Potential Loyalist
6460,AX14444,ENX2025,A140,C1061,2019-12-23,1,667,667,Product 26,387,Orange,Orange County,California,387,Potential Loyalist
6461,AX14449,ENX2096,A116,C1009,2019-05-26,2,1587,3174,Product 97,1301,El Monte,Los Angeles County,California,2602,Potential Loyalist
6462,AX14453,ENX2090,A173,C1377,2019-03-11,1,1338,1338,Product 91,682,West Covina,Los Angeles County,California,682,Potential Loyalist
6463,AX14458,ENX2065,A128,C1400,2019-02-01,1,2396,2396,Product 66,1965,Irvine,Orange County,California,1965,Loyal Customer
6464,AX14460,ENX2071,A111,C1302,2019-04-13,2,136,272,Product 72,72,Daly City,San Mateo County,California,144,Promising
6465,AX14468,ENX2032,A119,C1591,2019-12-29,2,1967,3934,Product 33,1397,Fontana,San Bernardino County,California,2794,Potential Loyalist
6466,AX14469,ENX2077,A157,C1220,2019-02-24,2,530,1060,Product 78,424,San Mateo,San Mateo County,California,848,Promising
6467,AX14470,ENX2065,A126,C1315,2019-03-28,1,2396,2396,Product 66,1965,Huntington Beach,Orange County,California,1965,Promising
6468,AX14471,ENX2060,A149,C1027,2019-12-27,1,1467,1467,Product 61,807,Roseville,Placer County,California,807,Potential Loyalist
6469,AX14472,ENX2043,A123,C1453,2019-08-17,4,545,2180,Product 44,425,Garden Grove,Orange County,California,1700,Potential Loyalist
6470,AX14487,ENX2082,A151,C1632,2019-03-26,3,1103,3309,Product 83,838,Salinas,Monterey County,California,2514,New Customer
6471,AX14488,ENX2066,A101,C1174,2019-04-21,1,2091,2091,Product 67,1485,Antioch,Contra Costa County,California,1485,Potential Loyalist
6472,AX14490,ENX2029,A101,C1339,2019-02-05,2,1848,3696,Product 30,1294,Antioch,Contra Costa County,California,2588,Potential Loyalist
6473,AX14493,ENX2006,A137,C1193,2019-08-15,1,1826,1826,Product 7,1443,Oakland,Alameda County,California,1443,New Customer
6474,AX14495,ENX2044,A122,C1332,2019-07-10,1,886,886,Product 45,478,Fullerton,Orange County,California,478,New Customer
6475,AX14500,ENX2050,A108,C1076,2019-11-05,3,2391,7173,Product 51,1291,Concord,Contra Costa County,California,3873,Promising
6476,AX14502,ENX2075,A160,C1204,2019-06-27,1,400,400,Product 76,208,Santa Clarita,Los Angeles County,California,208,Potential Loyalist
6477,AX14504,ENX2003,A147,C1093,2019-08-28,1,1783,1783,Product 4,1516,Richmond,Contra Costa County,California,1516,Champion
6478,AX14507,ENX2061,A133,C1755,2019-01-21,3,913,2739,Product 62,584,Modesto,Stanislaus County,California,1752,Promising
6479,AX14513,ENX2064,A135,C1483,2019-07-25,4,1414,5656,Product 65,962,Murrieta,Riverside County,California,3848,Loyal Customer
6480,AX14514,ENX2085,A162,C1734,2019-08-15,1,1862,1862,Product 86,1173,Santa Rosa,Sonoma County,California,1173,Promising
6481,AX14516,ENX2079,A129,C1523,2019-08-25,2,1725,3450,Product 80,1363,Jurupa Valley,Riverside County,California,2726,Potential Loyalist
6482,AX14519,ENX2083,A141,C1708,2019-02-27,2,2141,4282,Product 84,1777,Oxnard,Ventura County,California,3554,Loyal Customer
6483,AX14520,ENX2010,A119,C1366,2019-04-22,3,1812,5436,Product 11,1305,Fontana,San Bernardino County,California,3915,Promising
6484,AX14522,ENX2062,A111,C1031,2019-07-05,2,2464,4928,Product 63,1774,Daly City,San Mateo County,California,3548,New Customer
6485,AX14524,ENX2095,A165,C1765,2019-11-19,3,1743,5229,Product 96,872,Sunnyvale,Santa Clara County,California,2616,Promising
6486,AX14526,ENX2071,A145,C1650,2019-01-01,1,136,136,Product 72,72,Rancho Cucamonga,San Bernardino County,California,72,Champion
6487,AX14527,ENX2092,A142,C1678,2019-05-07,3,1639,4917,Product 93,1295,Palmdale,Los Angeles County,California,3885,Promising
6488,AX14531,ENX2041,A106,C1407,2019-11-24,1,1380,1380,Product 42,1090,Chula Vista,San Diego County,California,1090,Potential Loyalist
6489,AX14532,ENX2046,A163,C1442,2019-06-07,1,2410,2410,Product 47,1518,Simi Valley,Ventura County,California,1518,Potential Loyalist
6490,AX14533,ENX2079,A128,C1696,2019-06-19,1,1725,1725,Product 80,1363,Irvine,Orange County,California,1363,Potential Loyalist
6491,AX14536,ENX2070,A146,C1543,2019-11-22,2,1671,3342,Product 71,1220,Rialto,San Bernardino County,California,2440,Champion
6492,AX14538,ENX2031,A168,C1755,2019-09-25,2,1638,3276,Product 32,1261,Torrance,Los Angeles County,California,2522,Promising
6493,AX14540,ENX2039,A110,C1271,2019-10-08,1,817,817,Product 40,409,Costa Mesa,Orange County,California,409,New Customer
